,name,start_time,end_time,target
2121,M2BS26P3,17.0,18.0,1
2122,M2BS26P3,18.2,19.2,1
2123,M2BS26P3,19.4,20.4,0
2124,M2BS26P3,20.6,21.6,1
2125,M2BS26P3,21.8,22.8,0
2126,M2BS26P3,23.0,24.0,0
2127,M2BS26P3,24.2,25.2,0
2128,M2BS26P3,25.4,26.4,1
2129,M2BS26P3,26.6,27.6,0
2130,M2BS26P3,27.8,28.8,1
2131,M2BS26P3,29.0,30.0,0
2132,M2BS26P3,30.2,31.2,0
2133,M2BS26P3,31.4,32.4,1
2134,M2BS26P3,32.6,33.6,1
2135,M2BS26P3,33.8,34.8,0
2136,M2BS26P3,35.0,36.0,0
2137,M2BS26P3,36.2,37.2,0
2138,M2BS26P3,37.4,38.4,0
2139,M2BS26P3,38.6,39.6,0
2140,M2BS26P3,39.8,40.8,0
2141,M2BS26P3,41.0,42.0,0
2142,M2BS26P3,42.2,43.2,0
2143,M2BS26P3,43.4,44.4,0
2144,M2BS26P3,44.6,45.6,0
2145,M2BS26P3,45.8,46.8,0
2146,M2BS26P3,47.0,48.0,0
2147,M2BS26P3,48.2,49.2,0
2148,M2BS26P3,49.4,50.4,0
2149,M2BS26P3,50.6,51.6,0
2150,M2BS26P3,51.8,52.8,0
2151,F2BS13P2,0.2,1.2,0
2152,F2BS13P2,1.4,2.4,0
2153,F2BS13P2,2.6,3.6,0
2154,F2BS13P2,3.8,4.8,1
2155,F2BS13P2,5.0,6.0,0
2156,F2BS13P2,6.2,7.2,1
2157,F2BS13P2,7.4,8.4,1
2158,F2BS13P2,8.6,9.6,0
2159,F2BS13P2,9.8,10.8,1
2160,F2BS13P2,11.0,12.0,0
2161,F2BS13P2,12.2,13.2,1
2162,F2BS13P2,13.4,14.4,1
2163,F2BS13P2,14.6,15.6,0
2164,F2BS13P2,15.8,16.8,0
2165,F2BS13P2,17.0,18.0,1
2166,F2BS13P2,18.2,19.2,1
2167,F2BS13P2,19.4,20.4,0
2168,F2BS13P2,20.6,21.6,1
2169,F2BS13P2,21.8,22.8,0
2170,F2BS13P2,23.0,24.0,0
2171,F2BS13P2,24.2,25.2,0
2172,M1BS28P4,0.2,1.2,0
2173,M1BS28P4,1.4,2.4,0
2174,M1BS28P4,2.6,3.6,0
2175,M1BS28P4,3.8,4.8,1
2176,M1BS28P4,5.0,6.0,0
2177,M1BS28P4,6.2,7.2,1
2178,M1BS28P4,7.4,8.4,1
2179,M1BS28P4,8.6,9.6,0
2180,M1BS28P4,9.8,10.8,1
2181,M1BS28P4,11.0,12.0,0
2182,M1BS28P4,12.2,13.2,1
2183,M1BS28P4,13.4,14.4,1
2184,M1BS28P4,14.6,15.6,0
2185,M1BS28P4,15.8,16.8,0
2186,M1BS28P4,17.0,18.0,1
2187,M1BS28P4,18.2,19.2,1
2188,M1BS28P4,19.4,20.4,0
2189,M1BS28P4,20.6,21.6,1
2190,M1BS28P4,21.8,22.8,0
2191,M1BS28P4,23.0,24.0,0
2192,M1BS28P4,24.2,25.2,0
2193,M1BS28P4,25.4,26.4,1
2194,M1BS28P4,26.6,27.6,0
2195,M1BS28P4,27.8,28.8,1
2196,M1BS28P4,29.0,30.0,0
2197,M1BS28P4,30.2,31.2,0
2198,F1AS14P3,0.2,1.2,0
2199,F1AS14P3,1.4,2.4,0
2200,F1AS14P3,2.6,3.6,0
2201,F1AS14P3,3.8,4.8,1
2202,F1AS14P3,5.0,6.0,0
2203,F1AS14P3,6.2,7.2,1
2204,F1AS14P3,7.4,8.4,1
2205,F1AS14P3,8.6,9.6,0
2206,F1AS14P3,9.8,10.8,1
2207,F1AS14P3,11.0,12.0,0
2208,F1AS14P3,12.2,13.2,1
2209,F1AS14P3,13.4,14.4,1
2210,F1AS14P3,14.6,15.6,0
2211,F1AS14P3,15.8,16.8,0
2212,F1AS14P3,17.0,18.0,1
2213,F1AS14P3,18.2,19.2,1
2214,M1BS28PB,0.2,1.2,0
2215,M1BS28PB,1.4,2.4,0
2216,M1BS28PB,2.6,3.6,0
2217,M1BS28PB,3.8,4.8,1
2218,M1BS28PB,5.0,6.0,0
2219,M1BS28PB,6.2,7.2,1
2220,M1BS28PB,7.4,8.4,1
2221,M1BS13P2,0.2,1.2,0
2222,M1BS13P2,1.4,2.4,0
2223,M1BS13P2,2.6,3.6,0
2224,M1BS13P2,3.8,4.8,1
2225,M1BS13P2,5.0,6.0,0
2226,M1BS13P2,6.2,7.2,1
2227,M1BS13P2,7.4,8.4,1
2228,M1BS13P2,8.6,9.6,0
2229,M1BS13P2,9.8,10.8,1
2230,M1BS13P2,11.0,12.0,0
2231,M1BS13P2,12.2,13.2,1
2232,M1BS13P2,13.4,14.4,1
2233,M1BS13P2,14.6,15.6,0
2234,M1BS13P2,15.8,16.8,0
2235,M1BS13P2,17.0,18.0,1
2236,F1AS09P6,0.2,1.2,0
2237,F1AS09P6,1.4,2.4,0
2238,F1AS09P6,2.6,3.6,0
2239,F1AS09P6,3.8,4.8,1
2240,F1AS09P6,5.0,6.0,0
2241,F1AS09P6,6.2,7.2,1
2242,F1AS09P6,7.4,8.4,1
2243,M1BS35P1,0.2,1.2,0
2244,M1BS35P1,1.4,2.4,0
2245,M1BS35P1,2.6,3.6,0
2246,M1BS35P1,3.8,4.8,1
2247,M1BS35P1,5.0,6.0,0
2248,M1BS35P1,6.2,7.2,1
2249,M1BS35P1,7.4,8.4,1
2250,M1BS35P1,8.6,9.6,0
2251,M1BS35P1,9.8,10.8,1
2252,M1BS35P1,11.0,12.0,0
2253,M1BS35P1,12.2,13.2,1
2254,M1BS35P1,13.4,14.4,1
2255,M1BS35P1,14.6,15.6,0
2256,M1BS35P1,15.8,16.8,0
2257,M2BS24P1,0.2,1.2,0
2258,M2BS24P1,1.4,2.4,0
2259,M2BS24P1,2.6,3.6,0
2260,M2BS24P1,3.8,4.8,1
2261,M2BS24P1,5.0,6.0,0
2262,M2BS24P1,6.2,7.2,1
2263,M2BS24P1,7.4,8.4,1
2264,M2BS24P1,8.6,9.6,0
2265,M2BS24P1,9.8,10.8,1
2266,M2BS24P1,11.0,12.0,0
2267,M2BS24P1,12.2,13.2,1
2268,M2BS24P1,13.4,14.4,1
2269,M2BS24P1,14.6,15.6,0
2270,M2BS11P8,0.2,1.2,0
2271,M2BS11P8,1.4,2.4,0
2272,M2BS11P8,2.6,3.6,0
2273,M2BS11P8,3.8,4.8,1
2274,M2BS11P8,5.0,6.0,0
2275,M2BS11P8,6.2,7.2,1
2276,M2BS11P8,7.4,8.4,1
2277,M2BS11P8,8.6,9.6,0
2278,M2BS11P8,9.8,10.8,1
2279,M2BS02P2,0.2,1.2,0
2280,M2BS02P2,1.4,2.4,0
2281,M2BS02P2,2.6,3.6,0
2282,M2BS02P2,3.8,4.8,1
2283,M2BS02P2,5.0,6.0,0
2284,M2BS02P2,6.2,7.2,1
2285,M2BS02P2,7.4,8.4,1
2286,M2BS02P2,8.6,9.6,0
2287,M2BS02P2,9.8,10.8,1
2288,M2BS02P2,11.0,12.0,0
2289,M2BS02P2,12.2,13.2,1
2290,M2BS02P2,13.4,14.4,1
2291,M2BS02P2,14.6,15.6,0
2292,M2BS02P2,15.8,16.8,0
2293,M2BS02P2,17.0,18.0,1
2294,M2BS02P2,18.2,19.2,1
2295,M2BS02P2,19.4,20.4,0
2296,M2BS02P2,20.6,21.6,1
2297,M2BS02P2,21.8,22.8,0
2298,M2BS02P2,23.0,24.0,0
2299,M2BS02P2,24.2,25.2,0
2300,M2BS02P2,25.4,26.4,1
2301,M2BS02P2,26.6,27.6,0
2302,M2BS02P2,27.8,28.8,1
2303,M2BS02P2,29.0,30.0,0
2304,M2BS02P2,30.2,31.2,0
2305,M2BS02P2,31.4,32.4,1
2306,M2BS02P2,32.6,33.6,1
2307,M2BS02P2,33.8,34.8,0
2308,M2BS02P2,35.0,36.0,0
2309,M2BS02P2,36.2,37.2,0
2310,M2BS02P2,37.4,38.4,0
2311,M2BS02P2,38.6,39.6,0
2312,M2BS02P2,39.8,40.8,0
2313,M2BS02P2,41.0,42.0,0
2314,M2BS02P2,42.2,43.2,0
2315,M2BS02P2,43.4,44.4,0
2316,M2BS02P2,44.6,45.6,0
2317,M2BS02P2,45.8,46.8,0
2318,M2BS02P2,47.0,48.0,0
2319,M2BS02P2,48.2,49.2,0
2320,M2BS02P2,49.4,50.4,0
2321,M2BS02P2,50.6,51.6,0
2322,M2BS02P2,51.8,52.8,0
2323,M2BS02P2,53.0,54.0,0
2324,M2BS02P2,54.2,55.2,0
2325,M2BS02P2,55.4,56.4,0
2326,M2BS02P2,56.6,57.6,0
2327,M2BS02P2,57.8,58.8,0
2328,M2BRRLP4,0.2,1.2,0
2329,M2BRRLP4,1.4,2.4,0
2330,M2BRRLP4,2.6,3.6,0
2331,M2BRRLP4,3.8,4.8,1
2332,M2BRRLP4,5.0,6.0,0
2333,M2BRRLP4,6.2,7.2,1
2334,M2BRRLP4,7.4,8.4,1
2335,M2BRRLP4,8.6,9.6,0
2336,M2BRRLP4,9.8,10.8,1
2337,M2BRRLP4,11.0,12.0,0
2338,M2BRRLP4,12.2,13.2,1
2339,F1AS09P2,0.2,1.2,0
2340,F1AS09P2,1.4,2.4,0
2341,F1AS09P2,2.6,3.6,0
2342,F1AS09P2,3.8,4.8,1
2343,F1AS09P2,5.0,6.0,0
2344,F1AS09P2,6.2,7.2,1
2345,F1AS09P2,7.4,8.4,1
2346,F1AS09P2,8.6,9.6,0
2347,F1AS09P2,9.8,10.8,1
2348,F1AS09P2,11.0,12.0,0
2349,F1AS09P2,12.2,13.2,1
2350,F1AS09P2,13.4,14.4,1
2351,F1AS09P2,14.6,15.6,0
2352,F1AS09P2,15.8,16.8,0
2353,F1AS09P2,17.0,18.0,1
2354,F1AS09P2,18.2,19.2,1
2355,F1AS09P2,19.4,20.4,0
2356,F1AS09P2,20.6,21.6,1
2357,F1AS09P2,21.8,22.8,0
2358,F1AS09P2,23.0,24.0,0
2359,F1AS09P2,24.2,25.2,0
2360,F1AS09P2,25.4,26.4,1
2361,F1AS09P2,26.6,27.6,0
2362,F1AS09P2,27.8,28.8,1
2363,F1AS09P2,29.0,30.0,0
2364,F1AS09P2,30.2,31.2,0
2365,F1AS09P2,31.4,32.4,1
2366,F1AS09P2,32.6,33.6,1
2367,F1AS09P2,33.8,34.8,0
2368,F1AS09P2,35.0,36.0,0
2369,F1AS09P2,36.2,37.2,0
2370,F1AS09P2,37.4,38.4,0
2371,F1AS09P2,38.6,39.6,0
2372,F1AS09P2,39.8,40.8,0
2373,F1AS09P2,41.0,42.0,0
2374,F1AS09P2,42.2,43.2,0
2375,F1AS09P2,43.4,44.4,0
2376,F1AS09P2,44.6,45.6,0
2377,F1AS09P2,45.8,46.8,0
2378,F1AS09P2,47.0,48.0,0
2379,F1AS09P2,48.2,49.2,0
2380,F1AS09P2,49.4,50.4,0
2381,F1AS09P2,50.6,51.6,0
2382,F1AS09P2,51.8,52.8,0
2383,F1AS09P2,53.0,54.0,0
2384,F1AS09P2,54.2,55.2,0
2385,F1AS09P2,55.4,56.4,0
2386,F1AS09P2,56.6,57.6,0
2387,F1AS09P2,57.8,58.8,0
2388,F1AS09P2,59.0,60.0,0
2389,F1AS09P2,60.2,61.2,0
2390,M2BS02P6,0.2,1.2,0
2391,M2BS02P6,1.4,2.4,0
2392,M2BS02P6,2.6,3.6,0
2393,M2BS02P6,3.8,4.8,1
2394,M2BS02P6,5.0,6.0,0
2395,M2BS02P6,6.2,7.2,1
2396,M2BS02P6,7.4,8.4,1
2397,M2BS02P6,8.6,9.6,0
2398,M2BS02P6,9.8,10.8,1
2399,M2BS02P6,11.0,12.0,0
2400,M2BS24P5,0.2,1.2,0
2401,M2BS24P5,1.4,2.4,0
2402,M2BS24P5,2.6,3.6,0
2403,M2BS24P5,3.8,4.8,1
2404,M2BS24P5,5.0,6.0,0
2405,M2BS24P5,6.2,7.2,1
2406,M2BS24P5,7.4,8.4,1
2407,M2BS24P5,8.6,9.6,0
2408,M2BS24P5,9.8,10.8,1
2409,M2BS24P5,11.0,12.0,0
2410,M2BS24P5,12.2,13.2,1
2411,F2BS11P4,0.2,1.2,0
2412,F2BS11P4,1.4,2.4,0
2413,F2BS11P4,2.6,3.6,0
2414,F2BS11P4,3.8,4.8,1
2415,F2BS11P4,5.0,6.0,0
2416,F2BS11P4,6.2,7.2,1
2417,F2BS11P4,7.4,8.4,1
2418,F2BS11P4,8.6,9.6,0
2419,F1AS14P7,0.2,1.2,0
2420,F1AS14P7,1.4,2.4,0
2421,F1AS14P7,2.6,3.6,0
2422,F1AS14P7,3.8,4.8,1
2423,F1AS14P7,5.0,6.0,0
2424,F1AS14P7,6.2,7.2,1
2425,F1AS14P7,7.4,8.4,1
2426,F1AS14P7,8.6,9.6,0
2427,F1AS14P7,9.8,10.8,1
2428,F1AS14P7,11.0,12.0,0
2429,F1AS14P7,12.2,13.2,1
2430,F1AS14P7,13.4,14.4,1
2431,F1AS14P7,14.6,15.6,0
2432,F1AS14P7,15.8,16.8,0
2433,F1AS32P4,0.2,1.2,0
2434,F1AS32P4,1.4,2.4,0
2435,F1AS32P4,2.6,3.6,0
2436,F1AS32P4,3.8,4.8,1
2437,F1AS32P4,5.0,6.0,0
2438,F1AS32P4,6.2,7.2,1
2439,F1AS32P4,7.4,8.4,1
2440,F1AS32P4,8.6,9.6,0
2441,F1AS32P4,9.8,10.8,1
2442,F1AS32P4,11.0,12.0,0
2443,F1AS32P4,12.2,13.2,1
2444,F1AS32P4,13.4,14.4,1
2445,F1AS32P4,14.6,15.6,0
2446,F1AS32P4,15.8,16.8,0
2447,F1AS32P4,17.0,18.0,1
2448,F1AS32P4,18.2,19.2,1
2449,F1AS32P4,19.4,20.4,0
2450,F1AS32P4,20.6,21.6,1
2451,F1AS32P4,21.8,22.8,0
2452,F1AS32P4,23.0,24.0,0
2453,F1AS32P4,24.2,25.2,0
2454,F1AS32P4,25.4,26.4,1
2455,F1AS32P4,26.6,27.6,0
2456,F1AS32P4,27.8,28.8,1
2457,F1AS32P4,29.0,30.0,0
2458,F1AS32P4,30.2,31.2,0
2459,F1AS32P4,31.4,32.4,1
2460,F1AS32P4,32.6,33.6,1
2461,F1AS32P4,33.8,34.8,0
2462,M1BS28PF,0.2,1.2,0
2463,M1BS28PF,1.4,2.4,0
2464,M1BS28PF,2.6,3.6,0
2465,M1BS28PF,3.8,4.8,1
2466,M1BS28PF,5.0,6.0,0
2467,M1BS28PF,6.2,7.2,1
2468,M1BS28PF,7.4,8.4,1
2469,M1BS28PF,8.6,9.6,0
2470,M1BS28PF,9.8,10.8,1
2471,M1BS28PF,11.0,12.0,0
2472,M1BS28PF,12.2,13.2,1
2473,M1BS37P7,0.2,1.2,0
2474,M1BS37P7,1.4,2.4,0
2475,M1BS37P7,2.6,3.6,0
2476,M1BS37P7,3.8,4.8,1
2477,M1BS37P7,5.0,6.0,0
2478,M1BS37P7,6.2,7.2,1
2479,M1BS37P7,7.4,8.4,1
2480,M1BS37P7,8.6,9.6,0
2481,M1BS37P7,9.8,10.8,1
2482,F1ATRLP6,0.2,1.2,0
2483,F1ATRLP6,1.4,2.4,0
2484,F1ATRLP6,2.6,3.6,0
2485,F1ATRLP6,3.8,4.8,1
2486,F1ATRLP6,5.0,6.0,0
2487,F1ATRLP6,6.2,7.2,1
2488,F1ATRLP6,7.4,8.4,1
2489,F1ATRLP6,8.6,9.6,0
2490,F1ATRLP6,9.8,10.8,1
2491,F1ATRLP6,11.0,12.0,0
2492,F1ATRLP6,12.2,13.2,1
2493,F1ATRLP6,13.4,14.4,1
2494,F1ATRLP6,14.6,15.6,0
2495,F1ATRLP6,15.8,16.8,0
2496,F1ATRLP6,17.0,18.0,1
2497,F1ATRLP6,18.2,19.2,1
2498,F1ATRLP6,19.4,20.4,0
2499,F1ATRLP6,20.6,21.6,1
2500,F1ATRLP6,21.8,22.8,0
2501,F1ATRLP6,23.0,24.0,0
2502,F1ATRLP6,24.2,25.2,0
2503,F1ATRLP6,25.4,26.4,1
2504,F1ATRLP6,26.6,27.6,0
2505,F1ATRLP6,27.8,28.8,1
2506,F1ATRLP6,29.0,30.0,0
2507,F1ATRLP6,30.2,31.2,0
2508,F1ATRLP6,31.4,32.4,1
2509,F1ATRLP6,32.6,33.6,1
2510,F1ATRLP6,33.8,34.8,0
2511,F1ATRLP6,35.0,36.0,0
2512,M1BS37PA,0.2,1.2,0
2513,M1BS37PA,1.4,2.4,0
2514,M1BS37PA,2.6,3.6,0
2515,M1BS37PA,3.8,4.8,1
2516,M1BS37PA,5.0,6.0,0
2517,M1BS37PA,6.2,7.2,1
2518,M1BS37PA,7.4,8.4,1
2519,M1BS37PA,8.6,9.6,0
2520,M1BS37PA,9.8,10.8,1
2521,M1BS37PA,11.0,12.0,0
2522,M1BS37PA,12.2,13.2,1
2523,M1BS37PA,13.4,14.4,1
2524,M1BS37PA,14.6,15.6,0
2525,M1BS37PA,15.8,16.8,0
2526,M1BS37PA,17.0,18.0,1
2527,M1BS37PA,18.2,19.2,1
2528,M1BS37PA,19.4,20.4,0
2529,M1BS37PA,20.6,21.6,1
2530,M2BS26P7,0.2,1.2,0
2531,M2BS26P7,1.4,2.4,0
2532,M2BS26P7,2.6,3.6,0
2533,F1AS16P5,0.2,1.2,0
2534,F1AS16P5,1.4,2.4,0
2535,F1AS16P5,2.6,3.6,0
2536,F1AS16P5,3.8,4.8,1
2537,F1AS16P5,5.0,6.0,0
2538,F1AS16P5,6.2,7.2,1
2539,F1AS16P5,7.4,8.4,1
2540,F1AS16P5,8.6,9.6,0
2541,F1AS16P5,9.8,10.8,1
2542,F1AS16P5,11.0,12.0,0
2543,F1AS16P5,12.2,13.2,1
2544,F1AS16P5,13.4,14.4,1
2545,F1AS16P5,14.6,15.6,0
2546,F1AS16P5,15.8,16.8,0
2547,F1AS16P5,17.0,18.0,1
2548,F1AS16P5,18.2,19.2,1
2549,F1AS16P5,19.4,20.4,0
2550,M1BS39P8,0.2,1.2,0
2551,M1BS39P8,1.4,2.4,0
2552,M1BS39P8,2.6,3.6,0
2553,M1BS39P8,3.8,4.8,1
2554,M1BS39P8,5.0,6.0,0
2555,M1BS39P8,6.2,7.2,1
2556,M1BS39P8,7.4,8.4,1
2557,M1BS39P8,8.6,9.6,0
2558,M1BS17P2,0.2,1.2,0
2559,M1BS17P2,1.4,2.4,0
2560,M1BS17P2,2.6,3.6,0
2561,M1BS17P2,3.8,4.8,1
2562,M1BS17P2,5.0,6.0,0
2563,M1BS17P2,6.2,7.2,1
2564,M1BS17P2,7.4,8.4,1
2565,M1BS17P2,8.6,9.6,0
2566,M1BS04P8,0.2,1.2,0
2567,M1BS04P8,1.4,2.4,0
2568,M1BS04P8,2.6,3.6,0
2569,M1BS04P8,3.8,4.8,1
2570,M1BS04P8,5.0,6.0,0
2571,M1BS04P8,6.2,7.2,1
2572,M1BS04P8,7.4,8.4,1
2573,M1BS04P8,8.6,9.6,0
2574,M1BS04P8,9.8,10.8,1
2575,M1BS04P8,11.0,12.0,0
2576,M1BS04P8,12.2,13.2,1
2577,M1BS04P8,13.4,14.4,1
2578,M1BS31P1,0.2,1.2,0
2579,M1BS31P1,1.4,2.4,0
2580,M1BS31P1,2.6,3.6,0
2581,M1BS31P1,3.8,4.8,1
2582,M1BS31P1,5.0,6.0,0
2583,M1BS31P1,6.2,7.2,1
2584,M1BS31P1,7.4,8.4,1
2585,M1BS31P1,8.6,9.6,0
2586,M1BS31P1,9.8,10.8,1
2587,M1BS31P1,11.0,12.0,0
2588,M1BS31P1,12.2,13.2,1
2589,M1BS31P1,13.4,14.4,1
2590,M1BS31P1,14.6,15.6,0
2591,M1BS31P1,15.8,16.8,0
2592,M1BS31P1,17.0,18.0,1
2593,M1BS31P1,18.2,19.2,1
2594,M1BS31P1,19.4,20.4,0
2595,M1BS31P1,20.6,21.6,1
2596,M1BS31P1,21.8,22.8,0
2597,M1BS31P1,23.0,24.0,0
2598,M1BS31P1,24.2,25.2,0
2599,M1BS31P1,25.4,26.4,1
2600,M1BS31P1,26.6,27.6,0
2601,M1BS31P1,27.8,28.8,1
2602,M1BS31P1,29.0,30.0,0
2603,M1BS31P1,30.2,31.2,0
2604,M1BS31P1,31.4,32.4,1
2605,M1BS31P1,32.6,33.6,1
2606,M1BS31P1,33.8,34.8,0
2607,M1BS31P1,35.0,36.0,0
2608,M1BS31P1,36.2,37.2,0
2609,M1BS31P1,37.4,38.4,0
2610,M1BS31P1,38.6,39.6,0
2611,M2BS20P1,0.2,1.2,0
2612,M2BS20P1,1.4,2.4,0
2613,M2BS20P1,2.6,3.6,0
2614,M2BS20P1,3.8,4.8,1
2615,M2BS20P1,5.0,6.0,0
2616,M2BS20P1,6.2,7.2,1
2617,M2BS20P1,7.4,8.4,1
2618,M2BS20P1,8.6,9.6,0
2619,M2BS20P1,9.8,10.8,1
2620,F2BS33P3,0.2,1.2,0
2621,F2BS33P3,1.4,2.4,0
2622,F2BS33P3,2.6,3.6,0
2623,F2BS33P3,3.8,4.8,1
2624,F2BS33P3,5.0,6.0,0
2625,F2BS33P3,6.2,7.2,1
2626,F2BS33P3,7.4,8.4,1
2627,F2BS33P3,8.6,9.6,0
2628,F2BS33P3,9.8,10.8,1
2629,F2BS33P3,11.0,12.0,0
2630,F2BS33P3,12.2,13.2,1
2631,F2BS33P3,13.4,14.4,1
2632,F2BS33P3,14.6,15.6,0
2633,F2BS33P3,15.8,16.8,0
2634,F2BS33P3,17.0,18.0,1
2635,F2BS33P3,18.2,19.2,1
2636,F2BS33P3,19.4,20.4,0
2637,F2BS33P3,20.6,21.6,1
2638,F2BS33P3,21.8,22.8,0
2639,F2BS33P3,23.0,24.0,0
2640,F2BS33P3,24.2,25.2,0
2641,M2BS06P2,0.2,1.2,0
2642,M2BS06P2,1.4,2.4,0
2643,M2BS06P2,2.6,3.6,0
2644,M2BS06P2,3.8,4.8,1
2645,M2BS06P2,5.0,6.0,0
2646,M2BS06P2,6.2,7.2,1
2647,M2BS06P2,7.4,8.4,1
2648,M2BS06P2,8.6,9.6,0
2649,M2BS06P2,9.8,10.8,1
2650,M2BS06P2,11.0,12.0,0
2651,M2BS06P2,12.2,13.2,1
2652,M2BS06P2,13.4,14.4,1
2653,M2BS06P2,14.6,15.6,0
2654,M2BS06P2,15.8,16.8,0
2655,M2BS06P2,17.0,18.0,1
2656,M2BS06P2,18.2,19.2,1
2657,M2BS06P2,19.4,20.4,0
2658,M2BS06P2,20.6,21.6,1
2659,M2BS06P2,21.8,22.8,0
2660,M2BS06P2,23.0,24.0,0
2661,M2BS06P2,24.2,25.2,0
2662,M2BS06P2,25.4,26.4,1
2663,M2BS06P2,26.6,27.6,0
2664,M2BS06P2,27.8,28.8,1
2665,M2BS06P2,29.0,30.0,0
2666,M2BS06P2,30.2,31.2,0
2667,M2BS06P2,31.4,32.4,1
2668,M2BS06P2,32.6,33.6,1
2669,M2BS06P2,33.8,34.8,0
2670,M2BS06P2,35.0,36.0,0
2671,M2BS06P2,36.2,37.2,0
2672,F2BS08P5,0.2,1.2,0
2673,F2BS08P5,1.4,2.4,0
2674,F2BS08P5,2.6,3.6,0
2675,F2BS08P5,3.8,4.8,1
2676,F2BS08P5,5.0,6.0,0
2677,F2BS08P5,6.2,7.2,1
2678,F2BS08P5,7.4,8.4,1
2679,F2BS08P5,8.6,9.6,0
2680,F2BS08P5,9.8,10.8,1
2681,F2BS08P5,11.0,12.0,0
2682,F2BS08P5,12.2,13.2,1
2683,F2BS08P5,13.4,14.4,1
2684,F2BS08P5,14.6,15.6,0
2685,F2BS08P5,15.8,16.8,0
2686,F2BS08P5,17.0,18.0,1
2687,F2BS08P5,18.2,19.2,1
2688,F2BS08P5,19.4,20.4,0
2689,F2BS08P5,20.6,21.6,1
2690,F2BS08P5,21.8,22.8,0
2691,F2BS08P5,23.0,24.0,0
2692,F2BS08P5,24.2,25.2,0
2693,F2BS08P5,25.4,26.4,1
2694,F2BS08P5,26.6,27.6,0
2695,F2BTROP3,0.2,1.2,0
2696,F2BTROP3,1.4,2.4,0
2697,F2BTROP3,2.6,3.6,0
2698,F2BTROP3,3.8,4.8,1
2699,F2BTROP3,5.0,6.0,0
2700,F2BTROP3,6.2,7.2,1
2701,F2BTROP3,7.4,8.4,1
2702,F2BTROP3,8.6,9.6,0
2703,F2BTROP3,9.8,10.8,1
2704,F2BTROP3,11.0,12.0,0
2705,F2BTROP3,12.2,13.2,1
2706,F2BTROP3,13.4,14.4,1
2707,F2BTROP3,14.6,15.6,0
2708,F2BTROP3,15.8,16.8,0
2709,F2BTROP3,17.0,18.0,1
2710,F2BTROP3,18.2,19.2,1
2711,F2BTROP3,19.4,20.4,0
2712,F2BTROP3,20.6,21.6,1
2713,F2BTROP3,21.8,22.8,0
2714,F2BTROP3,23.0,24.0,0
2715,F2BTROP3,24.2,25.2,0
2716,F2BTROP3,25.4,26.4,1
2717,F2BTROP3,26.6,27.6,0
2718,F2BTROP3,27.8,28.8,1
2719,F2BTROP3,29.0,30.0,0
2720,F2BTROP3,30.2,31.2,0
2721,F2BTROP3,31.4,32.4,1
2722,F2BTROP3,32.6,33.6,1
2723,F2BTROP3,33.8,34.8,0
2724,F2BTROP3,35.0,36.0,0
2725,F2BTROP3,36.2,37.2,0
2726,F2BTROP3,37.4,38.4,0
2727,F2BTROP3,38.6,39.6,0
2728,F2BTROP3,39.8,40.8,0
2729,F2BTROP3,41.0,42.0,0
2730,F2BTROP3,42.2,43.2,0
2731,F2BTROP3,43.4,44.4,0
2732,F2BTROP3,44.6,45.6,0
2733,F2BTROP3,45.8,46.8,0
2734,F2BTROP3,47.0,48.0,0
2735,F2BTROP3,48.2,49.2,0
2736,F2BTROP3,49.4,50.4,0
2737,F2BTROP3,50.6,51.6,0
2738,F2BTROP3,51.8,52.8,0
2739,F2BTROP3,53.0,54.0,0
2740,F2BTROP3,54.2,55.2,0
2741,F2BTROP3,55.4,56.4,0
2742,F1AS29P7,0.2,1.2,0
2743,F1AS29P7,1.4,2.4,0
2744,F1AS29P7,2.6,3.6,0
2745,F1AS29P7,3.8,4.8,1
2746,F1AS29P7,5.0,6.0,0
2747,F1AS29P7,6.2,7.2,1
2748,F1AS29P7,7.4,8.4,1
2749,F1AS29P7,8.6,9.6,0
2750,F1AS29P7,9.8,10.8,1
2751,F1AS29P7,11.0,12.0,0
2752,F1AS29P7,12.2,13.2,1
2753,F1AS29P7,13.4,14.4,1
2754,F1AS29P7,14.6,15.6,0
2755,F1AS29P7,15.8,16.8,0
2756,F1AS29P7,17.0,18.0,1
2757,F1AS29P7,18.2,19.2,1
2758,F1AS29P7,19.4,20.4,0
2759,F1AS29P7,20.6,21.6,1
2760,F1AS29P7,21.8,22.8,0
2761,F1AS29P7,23.0,24.0,0
2762,F1AS29P7,24.2,25.2,0
2763,F1AS29P7,25.4,26.4,1
2764,M1BS33P3,0.2,1.2,0
2765,M1BS33P3,1.4,2.4,0
2766,M1BS33P3,2.6,3.6,0
2767,M1BS33P3,3.8,4.8,1
2768,M1BS33P3,5.0,6.0,0
2769,M1BS33P3,6.2,7.2,1
2770,M1BS33P3,7.4,8.4,1
2771,M1BS33P3,8.6,9.6,0
2772,M1BS33P3,9.8,10.8,1
2773,M1BS33P3,11.0,12.0,0
2774,M1BS33P3,12.2,13.2,1
2775,M1BS33P3,13.4,14.4,1
2776,M1BS33P3,14.6,15.6,0
2777,M1BS33P3,15.8,16.8,0
2778,M1BS33P3,17.0,18.0,1
2779,M1BS33P3,18.2,19.2,1
2780,M1BS33P3,19.4,20.4,0
2781,M1BS33P3,20.6,21.6,1
2782,M1BS33P3,21.8,22.8,0
2783,M1BS33P3,23.0,24.0,0
2784,M1BS33P3,24.2,25.2,0
